Settore storico pe;Insegna;Ubicazione;Tipo via;Via;Civico;Codice via;ZD;Forma commercio;Forma commercio prev;Forma vendita;Superficie somministrazione
"Tavola calda;BAR CAFF�";;"VIA MANZONI ALESSANDRO N. 45 c/o circolo dell'unione;via borgonuovo 011; isolato:304; accesso: accesso esterno; (z.d. 1)";VIA;MANZONI ALESSANDRO;45;230;1;solo somministrazione;somministrazione;al tavolo;220
"Tavola calda;BAR CAFF� E SIMILI";bar davis;"VIA PONTI GIO' N. 3 (interno tennis club anemoni); isolato:027; accesso: accesso interno; (z.d. 6)";VIA;PONTI GIO';3;6904;6;solo somministrazione;somministrazione;al tavolo;57
"Tavola calda;BAR CAFF�;Genere Merceol.Autorizz.Sanit.";mc donald s;"SDA PAULLESE N. 9 c/o distributore carburanti; isolato:151; accesso: accesso esterno; (z.d. 4)";SDA;PAULLESE;9;3373;4;solo somministrazione;somministrazione;self service;160
"Tavola calda;BAR CAFF�;Genere Merceol.Autorizz.Sanit.;BAR CAFF� E SIMILI";bar a onda;"VIA BOVISASCA num.173 interno centro commerciale; accesso: accesso interno; (z.d. 9)";VIA;TACITO CORNELIO;14;4168;4;solo somministrazione;somministrazione;al banco;47
"Tavola calda;BAR CAFF�;Tavola fredda;Mensa";;"VIA TADINO ALESSANDRO N. 23 c/o c.i.s.l.; isolato:077; (z.d. 3)";VIA;TADINO ALESSANDRO;23;2109;3;;;;80
"Tavola calda;Elettr.Automatici Meccaniche;BAR CAFF�";;"VIA SILE N. 14 c/o circolo arci corvetto; isolato:051; accesso: accesso esterno; (z.d. 4)";VIA;SILE;14;4106;4;solo somministrazione;somministrazione;al banco;107
"Tavola calda;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;BAR CAFF� E SIMILI;BAR CAFF�;Tavola fredda";;"VIA FALCK ENRICO N. 51 ; accesso: accesso esterno; (z.d. 8)";VIA;FALCK ENRICO;51;7438;8;solo somministrazione;somministrazione;al banco;112
"Tavola calda;Tav.calde,self service,fast f.;Genere Merceol.Autorizz.Sanit.;BAR CAFF�;BAR CAFF� E SIMILI";bar venere;"VIA MARIANI POMPEO N. 2 (interno centro commerciale); isolato:120; accesso: accesso interno; (z.d. 2)";VIA;MARIANI POMPEO;2;2490;2;solo somministrazione;somministrazione;al banco;67
Tavola fredda;;"PZA VENTICINQUE APRILE N. 2 interno scuole,convitti,ecc.; isolato:005; accesso: accesso interno; (z.d. 1)";PZA;VENTICINQUE APRILE;2;1064;1;solo somministrazione;somministrazione;self service;240
Tavola fredda;;"VIA ANTONELLI ALESSANDRO N. 3 interno aziende,fabbriche,ecc.; isolato:053; accesso: accesso interno; (z.d. 4)";VIA;ANTONELLI ALESSANDRO;3;4178;4;solo somministrazione;somministrazione;self service;40
Tavola fredda;;"VIA BASSI UGO N. 2 interno aziende,fabbriche,ecc.; isolato:258; accesso: accesso interno; (z.d. 9)";VIA;BASSI UGO;2;1143;9;solo somministrazione;somministrazione;self service;150
Tavola fredda;;"VIA BELLOTTI FELICE N. 10 monastero s. benedetto; isolato:166; accesso: accesso interno; (z.d. 3)";VIA;BELLOTTI FELICE;10;3070;3;solo somministrazione;somministrazione;self service;500
Tavola fredda;;"VIA BISSOLATI LEONIDA N. 31 interno aziende,fabbriche,ecc.; isolato:144; accesso: accesso esterno; (z.d. 2)";VIA;BISSOLATI LEONIDA;31;1385;2;solo somministrazione;somministrazione;self service;200
Tavola fredda;;"VIA BOCCONI FERDINANDO N. 12 interno scuole,convitti,ecc.; isolato:102; accesso: accesso interno; (z.d. 5)";VIA;BOCCONI FERDINANDO;12;4050;5;solo somministrazione;somministrazione;self service;800
Tavola fredda;;"VIA BORGOGNA N. 4 interno aziende,fabbriche,ecc.; isolato:040; accesso: accesso interno; (z.d. 1)";VIA;BORGOGNA;4;301;1;solo somministrazione;somministrazione;self service;40
Tavola fredda;;"VIA BRUSUGLIO num.002 interno scuole,convitti,ecc.; isolato:056; accesso: accesso interno; (z.d. 9)";VIA;BRUSUGLIO;;1550;9;solo somministrazione;somministrazione;self service;150
Tavola fredda;;"VIA CADOLINI GIOVANNI N. 26 interno aziende,fabbriche,ecc.; isolato:186; accesso: accesso interno; (z.d. 4)";VIA;CADOLINI GIOVANNI;26;4098;4;solo somministrazione;somministrazione;self service;500
Tavola fredda;;"VIA CALVI PIETRO N. 22 interno scuole,convitti,ecc.; isolato:035; accesso: accesso esterno; (z.d. 4)";VIA;CALVI PIETRO;22;3083;4;solo somministrazione;somministrazione;self service;30
Tavola fredda;;"VIA CITTADINI PIER FRANCESCO N. 5 interno scuole,convitti,ecc.; isolato:089; accesso: accesso interno; (z.d. 8)";VIA;CITTADINI PIER FRANCESCO;5;7475;8;solo somministrazione;somministrazione;self service;250
Tavola fredda;;"VIA COLLETTA PIETRO N. 37 interno aziende,fabbriche,ecc.; isolato:177; accesso: accesso interno; (z.d. 4)";VIA;COLLETTA PIETRO;37;4078;4;solo somministrazione;somministrazione;self service;30
Tavola fredda;;"VIA CUORE IMMACOLATO DI MARIA N. 7 interno scuole,convitti,ecc.; isolato:103; accesso: accesso interno; (z.d. 5)";VIA;CUORE IMMACOLATO DI MARIA;7;4248;5;solo somministrazione;somministrazione;self service;80
Tavola fredda;;"VIA DEL VECCHIO POLITECNICO N. 2 interno scuole,convitti,ecc.; isolato:468; accesso: accesso interno; (z.d. 1)";VIA;DEL VECCHIO POLITECNICO;2;2101;1;solo somministrazione;somministrazione;self service;130
Tavola fredda;;"VIA DEL VECCHIO POLITECNICO N. 3 interno aziende,fabbriche,ecc.; isolato:094; accesso: accesso interno; (z.d. 1)";VIA;DEL VECCHIO POLITECNICO;3;2101;1;solo somministrazione;somministrazione;self service;120
Tavola fredda;;"VIA F.LLI BRESSAN N. 9 interno aziende,fabbriche,ecc.; isolato:099; accesso: accesso interno; (z.d. 2)";VIA;F.LLI BRESSAN;9;2349;2;solo somministrazione;somministrazione;self service;440
Tavola fredda;;"VIA JOMMELLI NICCOLO' N. 15 interno ospedali,ricoveri,ecc.; isolato:031; accesso: accesso interno; (z.d. 3)";VIA;JOMMELLI NICCOLO';15;2426;3;solo somministrazione;somministrazione;self service;15
Tavola fredda;;"VIA MARCO D'AGRATE num.035/a circ. camerlingo accademia bil; isolato:114; accesso: accesso interno; (z.d. 5)";VIA;MARCO D'AGRATE;;4276;5;solo somministrazione;somministrazione;al banco;300
Tavola fredda;;"VIA MONFALCONE N. 7 congregazione suore orsoline; isolato:058; accesso: accesso interno; (z.d. 3)";VIA;MONFALCONE;7;2538;3;solo somministrazione;somministrazione;misto;50
Tavola fredda;;"VIA PARETO VILFREDO N. 2 ; isolato:146; (z.d. 8)";VIA;PARETO VILFREDO;2;7440;8;;;;70
Tavola fredda;;"VIA PASINETTI ANTONIO N. 2 interno aziende,fabbriche,ecc.; isolato:101; accesso: accesso interno; (z.d. 5)";VIA;PASINETTI ANTONIO;2;4255;5;solo somministrazione;somministrazione;self service;50
Tavola fredda;;"VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 11 interno scuole,convitti,ecc.; isolato:016; accesso: accesso interno; (z.d. 3)";VIA;PIERLUIGI GIOVANNI DA PALESTRINA;11;2235;3;solo somministrazione;somministrazione;self service;120
Tavola fredda;;"VIA PITTERI RICCARDO N. 10 interno aziende,fabbriche,ecc.; isolato:156; accesso: accesso esterno; (z.d. 3)";VIA;PITTERI RICCARDO;10;2674;3;solo somministrazione;somministrazione;self service;200
Tavola fredda;;"VIA POLA N. 14 interno aziende,fabbriche,ecc.; isolato:230; accesso: accesso interno; (z.d. 2)";VIA;POLA;14;1156;2;solo somministrazione;somministrazione;self service;1430
Tavola fredda;;"VIA QUARANTA BERNARDO N. 45 interno aziende,fabbriche,ecc.; isolato:112; accesso: accesso interno; (z.d. 5)";VIA;QUARANTA BERNARDO;45;4271;5;solo somministrazione;somministrazione;self service;350
Tavola fredda;;"VIA RICCARDI PADRE PLACIDO N. 5 congregazione suore preziossim; isolato:210; accesso: accesso interno; (z.d. 2)";VIA;RICCARDI PADRE PLACIDO;5;2385;2;solo somministrazione;somministrazione;self service;80
Tavola fredda;;"VIA RIPAMONTI GIUSEPPE N. 133 interno aziende,fabbriche,ecc.; isolato:104; accesso: accesso interno; (z.d. 5)";VIA;RIPAMONTI GIUSEPPE;133;4066;5;solo somministrazione;somministrazione;self service;20
Tavola fredda;;"VIA SAN MARCO N. 21 interno aziende,fabbriche,ecc.; isolato:176; accesso: accesso interno; (z.d. 1)";VIA;SAN MARCO;21;1036;1;solo somministrazione;somministrazione;self service;483
Tavola fredda;;"VIA SANT' ANTONIO N. 5 interno scuole,convitti,ecc.;via sant' antonio 005; isolato:325; accesso: accesso interno; (z.d. 1)";VIA;SANT' ANTONIO;5;332;1;solo somministrazione;somministrazione;al tavolo;300
Tavola fredda;;"VIA SANT' ARIALDO N. 102 circ. parrocchiale s. arialdo; isolato:196; accesso: accesso esterno; (z.d. 5)";VIA;SANT' ARIALDO;102;4375;5;solo somministrazione;somministrazione;self service;30
Tavola fredda;;"VIA SFORZA FRANCESCO N. 44 interno scuole,convitti,ecc.;via sforza francesco 044; isolato:269; accesso: accesso interno; (z.d. 1)";VIA;SFORZA FRANCESCO;44;330;1;solo somministrazione;somministrazione;self service;22
Tavola fredda;;"VIA TAGLIAMENTO N. 12 interno scuole,convitti,ecc.; isolato:019; accesso: accesso interno; (z.d. 4)";VIA;TAGLIAMENTO;12;4147;4;solo somministrazione;somministrazione;self service;500
Tavola fredda;;"VIA TARAMELLI TORQUATO N. 26 interno aziende,fabbriche,ecc.; isolato:230; accesso: accesso interno; (z.d. 2)";VIA;TARAMELLI TORQUATO;26;1164;2;solo somministrazione;somministrazione;self service;2050
Tavola fredda;;"VIA TARRA GIULIO N. 2 interno aziende,fabbriche,ecc.; isolato:243; accesso: accesso interno; (z.d. 2)";VIA;TARRA GIULIO;2;1198;2;solo somministrazione;somministrazione;self service;560
Tavola fredda;;"VIA TARVISIO N. 32 interno aziende,fabbriche,ecc.; isolato:115; accesso: accesso interno; (z.d. 2)";VIA;TARVISIO;32;1399;2;solo somministrazione;somministrazione;self service;80
Tavola fredda;;"VIA VANVITELLI LUIGI N. 6 laboratori bouty; isolato:181; accesso: accesso interno; (z.d. 3)";VIA;VANVITELLI LUIGI;6;3108;3;solo somministrazione;somministrazione;self service;55
Tavola fredda;;"VIA VERRO BERNARDINO N. 2 bar interno bocciofila; (z.d. 5)";VIA;VERRO BERNARDINO;2;4223;5;;;;166
Tavola fredda;;"VLE LIGURIA N. 23 cral aziendale i.s.m.; isolato:070; accesso: accesso interno; (z.d. 6)";VLE;LIGURIA;23;5264;6;solo somministrazione;somministrazione;self service;199
Tavola fredda;;"VLE ORTLES N. 37 interno aziende,fabbriche,ecc.; isolato:045; accesso: accesso interno; (z.d. 5)";VLE;ORTLES;37;4133;5;solo somministrazione;somministrazione;self service;36
Tavola fredda;;"VLE ORTLES num.022/4 interno aziende,fabbriche,ecc.; isolato:104; accesso: accesso interno; (z.d. 5)";VIA;MELLONI MACEDONIO;52;3085;4;solo somministrazione;somministrazione;self service;200
Tavola fredda;;"VLE PIAVE N. 2 frati minori cappuccini; isolato:174; accesso: accesso interno; (z.d. 3)";VLE;PIAVE;2;2179;3;solo somministrazione;somministrazione;self service;120
"Tavola fredda;BAR CAFF�";;"LGO RAPALLO N. 5 c/o parrocchia; isolato:122; accesso: accesso interno; (z.d. 9)";LGO;RAPALLO;5;1664;9;solo somministrazione;somministrazione;al banco;58
"Tavola fredda;BAR CAFF�";;"PLE MADONNA DI FATIMA N. 1 c/o parrocchia; (z.d. 5)";PLE;MADONNA DI FATIMA;1;4382;5;;;;
"Tavola fredda;BAR CAFF�";;"PZA CADUTI DEL LAVORO N. 5 c/o soc. sportiva savarelli; isolato:007; (z.d. 5)";PZA;CADUTI DEL LAVORO;5;5249;5;;;;31
"Tavola fredda;BAR CAFF�";;"PZA VENTIQUATTRO MAGGIO N. 2 affiliato arci; (z.d. 5)";PZA;VENTIQUATTRO MAGGIO;2;5200;5;;;;130
"Tavola fredda;BAR CAFF�";;"VIA BENSI GIOVANNI num.012/11 (primo piano); isolato:086; (z.d. 6)";VIA;PIETRASANTA;14;4227;5;;;;98
"Tavola fredda;BAR CAFF�";;"VIA BONFADINI ROMUALDO num.214 c/o bar centro cardiologico; isolato:123; accesso: accesso interno; (z.d. 4)";VIA;BONFADINI ROMUALDO;;3341;4;solo somministrazione;somministrazione;al banco;45
"Tavola fredda;BAR CAFF�";;VIA CASSINIS GIOVANNI BATTISTA N. 76 (z.d. 4);VIA;CASSINIS GIOVANNI BATTISTA;76;4309;4;;;;27
"Tavola fredda;BAR CAFF�";;"VIA CIVITALI MATTEO N. 71 c/o bar casa di cura s. giovan; isolato:236; accesso: accesso interno; (z.d. 7)";VIA;CIVITALI MATTEO;71;6569;7;solo somministrazione;somministrazione;misto;44
"Tavola fredda;BAR CAFF�";;"VIA CONSTANT BENJAMIN N. 22 unione sportiva gescal boys; isolato:097; accesso: accesso interno; (z.d. 7)";VIA;CONSTANT BENJAMIN;22;6083;7;solo somministrazione;somministrazione;misto;12
"Tavola fredda;BAR CAFF�";;"VIA DEGLI OMENONI N. 2 c/o raphael snc;via degli omenoni 002; isolato:383; (z.d. 1)";VIA;DEGLI OMENONI;2;233;1;;;;26
"Tavola fredda;BAR CAFF�";;VIA DINI ULISSE N. 7 c/o liceo scientifico allende (z.d. 5);VIA;DINI ULISSE;7;5436;5;solo somministrazione;somministrazione;al banco;25
"Tavola fredda;BAR CAFF�";;"VIA DI RUDINI' ANTONIO N. 8 c/o ospedale san paolo; isolato:102; (z.d. 6)";VIA;DI RUDINI' ANTONIO;8;5429;6;;;;155
"Tavola fredda;BAR CAFF�";;"VIA DOMENICHINO N. 41 non aperto al pubblico; isolato:171; (z.d. 7)";VIA;DOMENICHINO;41;6383;7;;;;110
"Tavola fredda;BAR CAFF�";;"VIA DON MINZONI GIOVANNI N. 9 c/o ass. sport. garibaldina; isolato:015; accesso: accesso interno; (z.d. 9)";VIA;DON MINZONI GIOVANNI;9;1141;9;solo somministrazione;somministrazione;al banco;48
"Tavola fredda;BAR CAFF�";;"VIA FARADAY MICHELE N. 15 c/o soc. sportiva iris 1914; isolato:016; (z.d. 6)";VIA;FARADAY MICHELE;15;5373;6;;;;35
"Tavola fredda;BAR CAFF�";;"VIA FRIULI N. 26 c/o comunita' eritrea; isolato:167; (z.d. 4)";VIA;FRIULI;26;3199;4;;;;100
"Tavola fredda;BAR CAFF�";;"VIA GOITO N. 4 c/o l.c.s. g. parini; isolato:248; (z.d. 1)";VIA;GOITO;4;1039;1;;;;20
"Tavola fredda;BAR CAFF�";;"VIA LAMENNAIS F.R. N. 7 ; isolato:036; (z.d. 7)";VIA;LAMENNAIS F.R.;7;6084;7;;;;110
"Tavola fredda;BAR CAFF�";;"VIA LESSONA MICHELE N. 21 c/o circolo q.to oggiaro; isolato:044; accesso: accesso interno; (z.d. 8)";VIA;LESSONA MICHELE;21;7490;8;solo somministrazione;somministrazione;al banco;24
"Tavola fredda;BAR CAFF�";;"VIA LIPPI FILIPPINO N. 19 struttura c/intratten.to vlt; (z.d. 3)";VIA;LIPPI FILIPPINO;19;2196;3;;;;8
"Tavola fredda;BAR CAFF�";;"VIA MAC MAHON N. 113 circ.parrocc. gesu maria giuse; isolato:268; accesso: accesso interno; (z.d. 8)";VIA;MAC MAHON;113;7221;8;somministrazione/minuto;minuto;al banco;160
"Tavola fredda;BAR CAFF�";;VIA OLGETTINA N. 60 c/o fondazione san raffaele del monte tabor, (bar-tavola fredda/calda) (z.d. 3);VIA;OLGETTINA;60;2530;3;;;;330
"Tavola fredda;BAR CAFF�";;"VIA OLIVIERI ALESSIO N. 15 societa' sportiva baggio secon; isolato:097; accesso: area ap.rec.; (z.d. 7)";VIA;OLIVIERI ALESSIO;15;6703;7;solo somministrazione;somministrazione;al banco;34
"Tavola fredda;BAR CAFF�";;"VIA OLMETTO num.008/a c/o parrocchia s. alessandro; isolato:397; accesso: accesso interno; (z.d. 1)";VIA;OLMETTO;;553;1;solo somministrazione;somministrazione;al banco;20
"Tavola fredda;BAR CAFF�";;"VIA PAVONI LODOVICO N. 10 circ.parr. s. giovanni evangel; isolato:054; accesso: accesso interno; (z.d. 9)";VIA;PAVONI LODOVICO;10;1401;9;solo somministrazione;somministrazione;al banco;110
"Tavola fredda;BAR CAFF�";;"VIA PROCACCINI GIULIO CESARE N. 1 c/o bar circolo enel; isolato:066; accesso: accesso interno; (z.d. 8)";VIA;PROCACCINI GIULIO CESARE;1;7204;8;somministrazione/minuto;somministrazione;misto;100
"Tavola fredda;BAR CAFF�";;"VIA ROVIGNO num.011/a circ. parr. s. domenico savio; isolato:176; accesso: accesso interno; (z.d. 2)";VIA;ROVIGNO;;2319;2;solo somministrazione;somministrazione;al banco;91
"Tavola fredda;BAR CAFF�";;"VIA RUBATTINO RAFFAELE N. 6 c/o bar liceo manzoni; isolato:140; (z.d. 3)";VIA;RUBATTINO RAFFAELE;6;2686;3;;;;98
"Tavola fredda;BAR CAFF�";;"VIA SAN GIACOMO N. 9 c/o parrocchia; isolato:054; accesso: accesso interno; (z.d. 5)";VIA;SAN GIACOMO;9;5313;5;solo somministrazione;somministrazione;al banco;45
"Tavola fredda;BAR CAFF�";;"VIA SANT' ABBONDIO N. 10 ; isolato:071; accesso: accesso interno; (z.d. 5)";VIA;SANT' ABBONDIO;10;5315;5;solo somministrazione;somministrazione;al banco;40
"Tavola fredda;BAR CAFF�";;"VIA SANT' ABBONDIO N. 4 c/o campo sportivo; isolato:071; (z.d. 5)";VIA;SANT' ABBONDIO;4;5315;5;;;;30
"Tavola fredda;BAR CAFF�";;"VIA SAPONARO MICHELE N. 28 circ. parrocc. s. maria madre; (z.d. 5)";VIA;SAPONARO MICHELE;28;5432;5;;;;120
"Tavola fredda;BAR CAFF�";;"VIA TORTONA N. 18 c/o ass. calcio la tortona; isolato:034; accesso: accesso interno; (z.d. 6)";VIA;TORTONA;18;5124;6;solo somministrazione;somministrazione;al banco;139
"Tavola fredda;BAR CAFF�";;"VIA TRENTACOSTE DOMENICO N. 3 c/o circolo consorzio esattori; isolato:144; accesso: accesso interno; (z.d. 3)";VIA;TRENTACOSTE DOMENICO;3;2684;3;solo somministrazione;somministrazione;al banco;35
"Tavola fredda;BAR CAFF�";;"VIA TUCIDIDE N. 50 interno aziende,fabbriche,ecc.; isolato:011; accesso: accesso interno; (z.d. 3)";VIA;TUCIDIDE;50;3251;3;solo somministrazione;somministrazione;self service;180
"Tavola fredda;BAR CAFF�";;"VIA VIDA GEROLAMO N. 19 ; isolato:273; accesso: accesso interno; (z.d. 2)";VIA;VIDA GEROLAMO;19;2330;2;solo somministrazione;somministrazione;misto;430
"Tavola fredda;BAR CAFF�";;"VLE LANCETTI VINCENZO N. 28 c/o bar basile spa; isolato:097; (z.d. 9)";VLE;LANCETTI VINCENZO;28;1221;9;;;;34
"Tavola fredda;BAR CAFF�";;"VLE MONZA N. 257 database progetti spa; isolato:097; accesso: accesso interno; (z.d. 2)";VLE;MONZA;257;2274;2;solo somministrazione;somministrazione;al banco;36
"Tavola fredda;BAR CAFF�";;"VLE UNGHERIA N. 5 interno campo sportivo; (z.d. 4)";VLE;UNGHERIA;5;3357;4;;;;
"Tavola fredda;BAR CAFF�";c/0 istituto galvani itis;"VIA GATTI FRANCESCO N. 14 c/o i.t.i. galvani; isolato:121; accesso: accesso interno; (z.d. 9)";VIA;GATTI FRANCESCO;14;1526;9;solo somministrazione;somministrazione;al banco;45
"Tavola fredda;BAR CAFF�";centro solid.mary d ameli;"VIA LIVIGNO N. 18 ; isolato:067; accesso: accesso interno; (z.d. 9)";VIA;LIVIGNO;18;1296;9;solo somministrazione;somministrazione;al banco;119
"Tavola fredda;BAR CAFF�";circolo fam.re s.cipriano;"VIA D'ADDA CARLO N. 31 c/o parrocchia san cipriano; isolato:062; accesso: accesso esterno; (z.d. 6)";VIA;D'ADDA CARLO;31;5272;6;solo somministrazione;somministrazione;al banco;266
"Tavola fredda;BAR CAFF�";int.palazzo di giustizia;"VIA FREGUGLIA CARLO N. 1 c/o palazzo di giustizia; isolato:110; accesso: accesso interno; (z.d. 1)";VIA;FREGUGLIA CARLO;1;3014;1;solo somministrazione;somministrazione;al banco;78
"Tavola fredda;BAR CAFF�;BAR CAFF� E SIMILI";;"codvia 9320 mm3 rogore; (z.d. 4)";VIA;PELLINI EUGENIO;1;1482;2;;;;2
"Tavola fredda;BAR CAFF� E SIMILI;Genere Merceol.Autorizz.Sanit.;BAR CAFF�";;"VIA MARCO D'AGRATE N. 23 int. sala giochi; isolato:114; accesso: accesso esterno; (z.d. 5)";VIA;MARCO D'AGRATE;23;4276;5;solo somministrazione;somministrazione;al banco;65
"Tavola fredda;BAR CAFF� E SIMILI;Genere Merceol.Autorizz.Sanit.;BAR CAFF�";bar caffe;"codvia 9112 mm1 duomo;via santa radegonda 001; isolato:417; accesso: accesso interno; (z.d. 1)";PZA;CADUTI DEL LAVORO;5;5249;5;solo somministrazione;somministrazione;al banco;22
"Tavola fredda;BAR CAFF� E SIMILI;Genere Merceol.Autorizz.Sanit.;BAR CAFF�";bar caffe int.sala bingo;"VIA VAL BOGNA N. 8 interno sala bingo; isolato:126; accesso: accesso esterno; (z.d. 4)";VIA;VAL BOGNA;8;4120;4;solo somministrazione;somministrazione;al tavolo;932
"Tavola fredda;BAR CAFF� E SIMILI;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFF�";;"codvia 9116 mm1 concil; isolato:993; accesso: accesso interno; (z.d. 1)";VIA;LARGA;16;318;1;solo somministrazione;somministrazione;misto;32
"Tavola fredda;BAR CAFF�;Genere Merceol.Autorizz.Sanit.";;"PZA OSPEDALE MAGGIORE N. 3 c/o azienda ospedaliera ospeda; isolato:105; accesso: accesso esterno; (z.d. 9)";PZA;OSPEDALE MAGGIORE;3;1523;9;solo somministrazione;somministrazione;al banco;50
"Tavola fredda;BAR CAFF�;Genere Merceol.Autorizz.Sanit.";;"RIP DI PTA TICINESE N. 129 circolo; (z.d. 6)";RIP;DI PTA TICINESE;129;5150;6;;;;47
"Tavola fredda;BAR CAFF�;Genere Merceol.Autorizz.Sanit.";;"VIA SCHIAPARELLI GIOVANNI N. 1 ; isolato:202; (z.d. 2)";VIA;SCHIAPARELLI GIOVANNI;1;1211;2;;;;20
"Tavola fredda;BAR CAFF�;Genere Merceol.Autorizz.Sanit.";;"VIA TRASIMENO N. 53 c/o parrocchia ges? a nazaret; isolato:052; (z.d. 2)";VIA;TRASIMENO;53;2411;2;;;;148
"Tavola fredda;BAR CAFF�;Genere Merceol.Autorizz.Sanit.";bar caffe;"CSO DI PORTA TICINESE num.095 interno museo diocesiano; accesso: accesso interno; (z.d. 1)";CSO;DI PORTA TICINESE;;541;1;solo somministrazione;somministrazione;al banco;41
"Tavola fredda;BAR CAFF�;Genere Merceol.Autorizz.Sanit.";circolo giovani viaggiato;"VIA SPARTACO N. 37 circolo dei giovani viaggiator; isolato:058; accesso: accesso interno; (z.d. 4)";VIA;SPARTACO;37;3186;4;solo somministrazione;somministrazione;al banco;89
"Tavola fredda;BAR CAFF�;Genere Merceol.Autorizz.Sanit.";pasticceria bindi;"PLE CADORNA LUIGI num.000 (int. stazione ferrovie nord); accesso: accesso interno; (z.d. 1)";PLE;CADORNA LUIGI;;601;1;solo somministrazione;somministrazione;misto;38
"Tavola fredda;BAR CAFF�;Genere Merceol.Autorizz.Sanit.";tunnel;"VIA SAMMARTINI GIOVANNI BATTISTA N. 30 ; accesso: accesso esterno; (z.d. 2)";VIA;SAMMARTINI GIOVANNI BATTISTA;30;1202;2;solo somministrazione;somministrazione;al banco;192
"Tavola fredda;BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Prodotti di gastronomia";power flowers;"VIA LOMBROSO CESARE N. 95 int.mercato pubblico floricolo; isolato:067; accesso: accesso interno; (z.d. 4)";VIA;LOMBROSO CESARE;95;3334;4;solo somministrazione;somministrazione;al banco;126
"Tavola fredda;BAR CAFF�;Genere Merceol.Autorizz.Sanit.;Stab.baln. e impianti sportivi";int.palestra;"VIA TAGLIAMENTO N. 19 interno palestra; isolato:020; accesso: accesso interno; (z.d. 4)";VIA;TAGLIAMENTO;19;4147;4;solo somministrazione;somministrazione;al banco;71
